"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"FDW47","OUT035",2078.12306178254
"FDV46","OUT035",2356.29929845441
"NCP29","OUT045",976.55696311784
"FDE09","OUT018",1510.68548240338
"NCU06","OUT027",5094.5085160621
"FDT19","OUT010",859.770179171066
"DRF15","OUT017",2540.0554004165
"DRI51","OUT013",2747.93412501904
"NCX54","OUT013",1720.69283065075
"DRE01","OUT013",3857.03516400522
"NCB07","OUT045",3041.40000844999
"FDU50","OUT035",1987.49941035388
"FDG40","OUT035",743.220710740478
"FDW10","OUT018",2523.92195409819
"FDX51","OUT013",3119.35447105093
"NCP17","OUT045",981.225237342332
"FDP21","OUT035",3133.86572638277
"FDL04","OUT045",1637.04618567874
"FDV23","OUT013",2013.89779814267
"FDF24","OUT046",1330.74499634912
"FDH56","OUT027",3290.19251865043
"FDB51","OUT049",1123.51620505105
"FDI58","OUT027",2998.62455931989
"FDR20","OUT013",829.242296924489
"FDC51","OUT018",1704.42197490263
"FDB16","OUT027",2860.25379912312
"FDE40","OUT049",1106.93138282284
"NCM17","OUT035",891.871010779583
"FDU56","OUT035",3095.57654119348
"FDS32","OUT019",350.551714580614
"FDX02","OUT049",3656.13588859142
"FDT39","OUT027",3895.31600890885
"FDE35","OUT017",1057.97792399027
"NCI42","OUT019",1427.54747563355
"DRL23","OUT046",1713.54970712313
"FDA10","OUT046",1968.95721431075
"FDA11","OUT013",1586.57953654671
"NCM06","OUT046",2475.59567934646
"NCT05","OUT035",4219.70631099971
"NCQ02","OUT010",1055.02230470187
"NCY06","OUT049",2183.39496061418
"FDY56","OUT035",3708.35911336289
"FDL02","OUT035",1838.80865193816
"NCI06","OUT035",2987.26324263681
"FDQ14","OUT045",2334.84114365898
"FDQ12","OUT017",3723.72745186472
"FDP36","OUT046",823.574348051813
"FDK21","OUT027",5421.90703615702
"FDO40","OUT045",2299.58322453279
"NCK54","OUT019",-14.6442658186129
"FDY09","OUT018",2542.10332611118
"NCW30","OUT049",4221.86536876076
"NCC55","OUT027",2083.21955445636
"FDE58","OUT018",1616.33786465209
"FDR39","OUT013",2968.1646298337
"FDU28","OUT049",3075.41813597865
"FDH08","OUT017",3719.05917764022
"FDG35","OUT045",2729.60286081332
"FDG22","OUT049",713.234032191676
"FDC34","OUT035",2651.6329989927
"FDP15","OUT018",3757.84019711604
"FDK34","OUT010",1882.87538257646
"FDU45","OUT035",2012.9290561461
"FDQ04","OUT027",2137.60183698888
"FDX22","OUT018",3055.41742328792
"FDB45","OUT017",1783.74206894084
"NCH43","OUT027",4897.16811586154
"DRE60","OUT046",3558.73488927883
"FDD17","OUT027",5193.93653267816
"NCM54","OUT017",2151.55850727142
"NCH55","OUT013",2080.76927031712
"NCT06","OUT017",2741.57234995657
"FDA48","OUT027",4965.51476269093
"FDY58","OUT027",5070.67542005466
"FDO25","OUT045",3287.51142556523
"FDN50","OUT045",1475.98761275094
"FDH35","OUT035",2778.53847769412
"FDK09","OUT045",3538.16974177513
"FDO16","OUT013",1379.32994625896
"FDW11","OUT045",990.602244167929
"FDU47","OUT027",3703.09514944115
"NCQ42","OUT010",158.903496751118
"FDK55","OUT027",2905.33999158327
"FDN08","OUT049",1974.09755403329
"FDT57","OUT045",3698.28532330958
"FDJ12","OUT018",3020.19996253835
"DRL59","OUT017",983.898636413207
"NCN53","OUT046",613.29349170096
"FDO51","OUT010",-1159.98667370093
"FDK56","OUT017",3102.67269776951
"FDY12","OUT035",1025.57349675186
"FDU15","OUT035",777.414263343477
"FDQ19","OUT046",3846.2881327763
"DRF15","OUT045",2397.53606649391
"DRE25","OUT019",-409.938166234551
"FDK57","OUT018",1644.83923488402
"FDD33","OUT010",1761.62162786949
"FDR34","OUT027",5076.36760242572
"FDU04","OUT045",1885.69714397211
"FDE35","OUT019",-901.999166958585
"NCD31","OUT035",2744.30446671451
"FDJ56","OUT035",1768.90591370061
"NCU53","OUT046",2628.38207034847
"FDD39","OUT035",3557.08835539244
"NCU17","OUT019",-230.125579655551
"FDJ20","OUT046",1985.00985327737
"NCW41","OUT018",2233.29698616101
"FDL52","OUT035",803.827358905656
"FDS39","OUT035",2410.18985610195
"DRJ47","OUT045",2705.23758154429
"FDP13","OUT010",-1216.9894141648
"DRK39","OUT010",-560.676740943412
"FDF28","OUT010",120.573853185219
"FDB09","OUT045",1952.03643288496
"FDM51","OUT046",1622.88559731786
"DRM49","OUT018",492.780736484064
"DRF23","OUT013",2839.17087646252
"DRH01","OUT035",2898.68740750129
"FDH12","OUT027",3185.6045029249
"FDA28","OUT019",99.2802983559006
"FDW37","OUT018",1196.75960172034
"FDF02","OUT046",1682.50879571307
"DRL37","OUT046",742.287245072135
"NCF43","OUT046",2269.90218046688
"FDH08","OUT010",1707.73107022195
"FDR34","OUT019",1726.93635038152
"NCK19","OUT049",3200.31625676353
"NCD55","OUT018",454.451092918165
"FDT27","OUT049",3802.73837233738
"FDQ57","OUT045",2286.15104349752
"FDA47","OUT035",2739.14446760504
"DRG15","OUT027",2499.766551325
"FDE05","OUT018",2056.67749915156
"FDN46","OUT046",1633.24605391341
"FDX27","OUT027",2960.21399900077
"FDT51","OUT045",1717.84156377344
"FDU33","OUT013",794.476102683285
"FDJ16","OUT027",2443.29599412272
"FDD20","OUT019",62.9984710831452
"FDT36","OUT049",686.288753367906
"DRF15","OUT027",3889.05118489958
"FDN52","OUT010",-472.06044743128
"FDC22","OUT027",4495.11766655135
"FDX15","OUT045",2499.05235777972
"FDT13","OUT013",3010.05772272429
"FDU04","OUT017",2056.22612324165
"FDU31","OUT019",1523.33112617169
"FDW59","OUT027",2848.37770949601
"NCO29","OUT046",2637.22689391247
"FDL15","OUT035",2582.71371052511
"FDI41","OUT049",2428.40155282963
"FDQ48","OUT049",1702.18614137069
"DRI39","OUT013",963.355591028524
"FDI08","OUT013",4002.65419798122
"FDC21","OUT049",1877.28999534858
"FDF58","OUT035",1181.96379545518
"FDS08","OUT010",927.133376230492
"FDE47","OUT045",1914.69023908902
"NCP18","OUT019",529.29993463643
"NCR41","OUT013",1604.72045018309
"FDA27","OUT013",4054.90774746737
"FDA43","OUT035",3231.77810996727
"FDA49","OUT045",1346.95340100315
"NCE55","OUT018",2562.8242393023
"DRM49","OUT027",2232.97467939526
"FDF22","OUT027",4852.08192340139
"FDQ15","OUT018",1045.48884374989
"NCS54","OUT017",2893.334832812
"NCY05","OUT013",664.49889954215
"FDR45","OUT046",3796.04194120668
"FDK57","OUT049",2051.86166606488
"FDF41","OUT010",2021.20568439662
"FDV21","OUT046",2022.84777195829
"FDD51","OUT046",771.812523450641
"FDF33","OUT046",1773.70508877994
"FDA38","OUT046",3779.41666060185
"FDR56","OUT045",3047.09219082105
"NCN41","OUT017",2064.49830516745
"FDC60","OUT027",2887.19907794689
"FDB47","OUT045",3235.13650094924
"DRH01","OUT013",2828.81041986697
"FDW08","OUT046",1700.07706771125
"FDF38","OUT027",2127.24138039332
"FDY32","OUT017",2706.354889207
"FDG34","OUT049",1869.50953830776
"FDG47","OUT019",2223.17390044506
"NCF18","OUT035",3165.97100431601
"FDL39","OUT019",978.403475946684
"NCH55","OUT035",2170.87544625757
"DRJ35","OUT049",1111.10793216235
"FDS44","OUT035",3930.06479283249
"DRE01","OUT018",3541.8267000175
"FDY39","OUT013",2967.10026331052
"FDY32","OUT018",2308.93236514624
"FDR33","OUT027",3248.29942575983
"NCP50","OUT049",1426.58990425355
"FDZ47","OUT018",1325.22117182992
"FDU57","OUT049",2534.66703509316
"FDY44","OUT013",3123.49056201383
"DRH59","OUT018",939.836461501175
"FDB03","OUT027",5257.16363877468
"FDY46","OUT045",2907.24625596934
"FDM39","OUT045",2758.02331429203
"FDY36","OUT035",1376.27292959263
"NCM55","OUT035",3079.48344385025
"FDJ50","OUT010",-1023.25292166555
"DRL60","OUT013",2445.92479233973
"NCJ54","OUT049",3779.43745959153
"FDX59","OUT017",697.982401077127
"FDI07","OUT013",3195.56249167436
"DRF51","OUT010",-1226.28550423718
"FDM14","OUT017",1878.58272808563
"FDP21","OUT045",2924.32280308253
"FDE40","OUT035",1192.36471042734
"FDE05","OUT035",2497.78224146751
"FDM13","OUT027",3586.05840245031
"FDC34","OUT027",3958.50265662876
"NCI55","OUT018",1702.37415860948
"NCE43","OUT018",2418.22911347287
"FDW58","OUT018",1456.83538313245
"FDG60","OUT045",3650.6191312947
"FDV31","OUT017",2915.1201125263
"FDR47","OUT013",3121.44274572068
"FDM60","OUT019",-1211.29723179374
"NCF06","OUT018",3813.28684617174
"NCN26","OUT027",3340.47916859666
"FDQ59","OUT049",1498.62137553747
"FDF09","OUT046",636.594404446809
"NCS06","OUT017",4291.54520670381
"FDT44","OUT046",1902.65838377451
"FDI19","OUT017",3971.92714364972
"FDT22","OUT017",1103.59629971201
"NCF54","OUT027",4177.05569490542
"DRG25","OUT045",2892.21752514929
"FDB59","OUT017",3241.45426609804
"FDQ37","OUT017",3200.05289809242
"FDP56","OUT035",958.169841315825
"FDW44","OUT035",2885.78740972761
"FDJ26","OUT010",1504.20676276535
"FDU43","OUT018",3485.88832607682
"FDW33","OUT045",1631.84572819266
"NCX53","OUT027",3747.15743375473
"FDN56","OUT010",432.94364246009
"DRF15","OUT049",2535.65048486312
"FDO33","OUT017",1952.1298324011
"FDZ39","OUT010",-228.077763362407
"NCJ19","OUT017",1032.58873657466
"FDU01","OUT035",3085.70780948291
"FDT12","OUT035",3699.02256491391
"NCM18","OUT018",755.928242335887
"FDP19","OUT017",2176.41551142543
"NCR42","OUT049",680.104846111861
"FDN10","OUT046",1913.01884037006
"FDG44","OUT017",1022.80092161731
"FDQ10","OUT046",2736.65491052853
"DRH13","OUT049",1807.30634035781
"FDT52","OUT013",3910.92572165276
"FDM56","OUT045",1723.08247963614
"NCO43","OUT010",-263.82740737357
"NCV29","OUT035",2970.18669552362
"NCF06","OUT013",4147.16840705743
"FDO50","OUT035",1633.68779469678
"FDT59","OUT013",3673.65912810153
"FDX40","OUT027",2089.93564497399
"FDE50","OUT017",3071.01868634463
"FDX51","OUT017",3235.80254210358
"NCD30","OUT018",1324.72944694494
"FDK15","OUT013",1662.21491553194
"FDL12","OUT045",951.740417340438
"FDK46","OUT017",4208.62109556275
"DRH49","OUT010",-588.154203028774
"FDQ57","OUT046",2352.82629160794
"FDY59","OUT017",1625.26349556777
"FDO09","OUT018",3863.00085447977
"NCG30","OUT035",2178.69636167501
"FDM09","OUT017",2795.95463248909
"NCN17","OUT027",3090.80430215672
"NCS42","OUT013",1497.43105977299
"FDD02","OUT019",-22.465181236046
"FDE34","OUT013",2936.01889352384
"FDU38","OUT045",2996.88645762804
"FDB33","OUT046",2518.55313876024
"NCJ29","OUT017",1522.1911128738
"FDZ27","OUT035",960.74984087056
"FDI40","OUT013",1650.25790915161
"FDG22","OUT013",686.775904141428
"FDT51","OUT017",1894.59490867564
"FDF20","OUT018",2880.88621094823
"FDV50","OUT035",2112.84879764713
"FDT02","OUT049",728.303221388338
"DRC49","OUT017",2421.46256201749
"FDF26","OUT049",2530.45002737703
"FDV52","OUT035",2057.97479022963
"FDX59","OUT049",713.80667382988
"FDV25","OUT035",3666.95774535728
"FDW23","OUT027",2119.50138172911
"FDE53","OUT018",1467.195839728
"FDA19","OUT017",2195.620791585
"FDH22","OUT046",2029.03167921433
"NCO41","OUT013",1620.7326307731
"FDX12","OUT017",3926.30876792798
"FDF17","OUT013",3162.39284721793
"FDS11","OUT045",3458.398271827
"FDR51","OUT035",2546.96406651395
"FDT49","OUT010",-190.2803030581
"FDC56","OUT013",1969.38424732073
"FDR13","OUT027",3330.6508952627
"FDQ60","OUT035",2085.41179393838
"FDN38","OUT049",4035.82841654911
"NCL29","OUT013",2554.72981578138
"FDO13","OUT027",4071.40331265671
"FDE26","OUT018",2029.73222032779
"FDA31","OUT010",845.765356497588
"FDX14","OUT035",1384.01292825684
"FDA34","OUT045",2708.34976436062
"FDF26","OUT013",2480.65052820432
"FDE38","OUT045",2591.27255899316
"DRI11","OUT046",1834.76300345349
"FDQ60","OUT027",3362.71571481933
"FDL21","OUT027",2130.88574647124
"DRC12","OUT027",4506.58294804671
"FDC47","OUT046",3614.71372159613
"FDE57","OUT045",2177.83774494085
"FDT14","OUT045",1871.73277967524
"NCZ53","OUT046",3017.98378839334
"FDE28","OUT018",3372.45548678729
"FDR19","OUT035",2455.76777344708
"NCF54","OUT019",860.302362432658
"FDZ08","OUT046",1330.21281308753
"NCJ05","OUT018",2191.40389327041
"FDF59","OUT046",2045.12477655757
"NCO05","OUT035",1774.63855444829
"FDW24","OUT018",561.167841690062
"NCX42","OUT018",2376.33602058227
"NCA53","OUT035",961.814207393745
"FDI45","OUT019",911.08073726387
"FDG46","OUT046",1824.93473011952
"FDM20","OUT010",1942.90938910343
"FDW11","OUT010",-884.430894960412
"FDX08","OUT035",3000.7358820487
"NCK17","OUT035",844.245277141311
"FDK32","OUT018",2149.38942524998
"NCA42","OUT035",2693.07482537493
"DRI01","OUT035",2868.62994586119
"NCL55","OUT049",4117.7286195436
"DRE25","OUT018",1259.98670781687
"FDD14","OUT017",3026.99686040767
"FDB10","OUT046",3732.81483511015
"DRN11","OUT035",2468.74868797399
"FDP38","OUT018",582.912663027749
"NCA30","OUT017",3107.30051361739
"FDT15","OUT017",3045.17823242066
"NCP55","OUT018",678.777230319108
"FDF12","OUT035",2522.63924562153
"FDM21","OUT018",3778.56111030715
"FDX56","OUT035",3415.15414587097
"FDF10","OUT017",2434.36255979117
"FDT32","OUT045",2949.75244887475
"FDM51","OUT018",1366.66299821215
"NCR50","OUT018",2193.98389282515
"FDI19","OUT049",3937.95649134122
"FDX21","OUT017",1850.04089947709
"FDR31","OUT035",2472.88477893689
"FDY02","OUT013",4162.64840438584
"NCA29","OUT045",2653.92702345148
"NCX17","OUT046",3673.23209509155
"FDM12","OUT045",2960.6450887319
"FDI53","OUT027",4014.93275545443
"NCU30","OUT049",2719.06697914342
"FDC56","OUT027",3402.15018328502
"FDK27","OUT018",1706.0185246874
"NCK18","OUT017",2760.77763011613
"FDB52","OUT019",2164.69598532625
"DRG25","OUT027",4449.08848269786
"FDZ13","OUT049",973.350271980395
"FDB57","OUT019",1635.78051569126
"FDR40","OUT046",1352.03855117844
"NCO14","OUT019",-1147.57840081223
"NCN19","OUT045",2967.36117924954
"FDQ28","OUT019",569.677394495473
"FDO13","OUT018",2356.10683227614
"FDK48","OUT013",1300.13111794904
"FDU07","OUT018",2164.45861444664
"FDW20","OUT046",1987.09812794713
"FDV12","OUT010",-306.825325163962
"FDH24","OUT013",2560.46245652906
"FDV59","OUT049",3526.60995195866
"FDK57","OUT045",1868.62059685892
"FDL16","OUT027",2226.70985538599
"NCQ17","OUT046",2486.447860827
"FDJ15","OUT018",2672.12098762893
"FDX24","OUT049",1620.85858001439
"FDT47","OUT046",1565.9233152306
"FDT10","OUT049",1112.17229868553
"FDZ37","OUT018",1155.84995859971
"FDW43","OUT027",5089.88070021422
"DRN36","OUT017",1658.39268164759
"FDJ14","OUT045",1253.21756675816
"FDA32","OUT013",3481.51918538705
"FDJ38","OUT019",1114.1133198355
"FDQ57","OUT017",2455.1239313589
"NCQ41","OUT019",1168.987327253
"FDG56","OUT049",1098.12701763544
"DRC13","OUT027",3447.72810063015
"FDV55","OUT035",2460.96823093316
"FDQ49","OUT045",2447.78225806353
"FDE29","OUT010",-902.039625335197
"FDR03","OUT013",3300.68269066148
"FDD45","OUT049",1611.4815731888
"FDN38","OUT010",2042.91004735769
"FDT56","OUT046",971.77338158255
"FDT48","OUT045",3111.38366344076
"FDU03","OUT049",2979.06184380231
"FDC56","OUT010",7.59228040405287
"NCO43","OUT027",3063.81856495634
"FDQ27","OUT017",1753.68460730074
"FDR03","OUT046",3272.81865394275
"DRH23","OUT010",-1000.48419218129
"FDG22","OUT045",592.236619312275
"NCJ42","OUT013",1714.01719850972
"FDR24","OUT046",1476.8557552101
"FDW60","OUT035",2951.02187374067
"FDJ08","OUT013",3056.16782333101
"DRL59","OUT018",603.593117842249
"FDG60","OUT010",1778.69817498269
"FDW27","OUT017",2597.59032414196
"FDX14","OUT018",991.147019593979
"FDC20","OUT013",970.112139922772
"NCS29","OUT018",3894.08222426644
"FDJ56","OUT046",1630.70651273529
"FDB20","OUT019",-643.560393707867
"FDL28","OUT027",5076.8593273107
"FDW01","OUT018",2152.50160806631
"FDL03","OUT046",3142.30926754002
"FDX22","OUT049",3420.42538644835
"FDJ21","OUT035",2461.99213907974
"FDR31","OUT045",2296.0197752081
"FDG21","OUT035",2569.28152948984
"FDS22","OUT027",2182.15584618743
"FDK08","OUT035",1758.50499872844
"FDE17","OUT018",2152.00988318133
"NCN30","OUT017",1662.52877261049
"FDT50","OUT046",1580.99250442726
"NCX42","OUT049",2711.77824698758
"FDJ12","OUT035",3445.74379077266
"NCA18","OUT027",3346.21180934434
"FDP23","OUT019",1539.9159483999
"FDX12","OUT013",3854.98734771208
"FDN40","OUT018",2168.55424703293
"FDV48","OUT035",1423.36647996931
"NCY54","OUT013",2773.85549569624
"FDL16","OUT010",-1127.38967088271
"FDR45","OUT018",3525.8145194275
"FDJ52","OUT046",2573.50806293097
"DRG01","OUT017",1371.94426304992
"FDP52","OUT013",3695.97659107742
"FDU58","OUT017",3074.66305242255
"FDL02","OUT045",1641.71445990324
"FDG28","OUT013",3896.92089897929
"FDA19","OUT035",2215.96163871772
"FDW46","OUT027",2552.59274244936
"NCD43","OUT049",1771.02451308505
"DRG39","OUT013",904.305034271511
"NCF55","OUT049",718.966672939353
"FDJ07","OUT046",1903.72275029769
"FDE08","OUT046",2402.58075829258
"FDP56","OUT019",-1070.38693041884
"FDT45","OUT045",828.398387963715
"FDF17","OUT018",2825.39910351592
"FDX44","OUT046",1432.26128763493
"FDM28","OUT027",4317.47427139533
"FDI36","OUT049",3245.36199084707
"FDS07","OUT045",1792.49349298871
"FDD36","OUT045",1830.782678178
"FDW11","OUT046",1009.03865862527
"FDN40","OUT049",2569.35231258114
"NCQ18","OUT049",1688.1408603206
"NCQ54","OUT017",2762.78498803266
"NCS42","OUT045",1423.12096324997
"DRH39","OUT010",-662.725215490817
"FDC09","OUT027",3132.77831180054
"FDT08","OUT010",503.378563959232
"FDC08","OUT035",3717.16347855028
"FDT20","OUT017",751.832500348055
"FDS35","OUT035",1208.90907427895
"FDX58","OUT018",2627.52652005376
"FDW58","OUT046",1716.17016505448
"DRD27","OUT046",1612.56559909891
"FDH32","OUT019",-323.901872277155
"FDS26","OUT035",4300.50168909441
"FDQ31","OUT046",1419.32083148464
"FDP11","OUT018",3208.28473104315
"FDD58","OUT017",1718.99932981277
"FDM33","OUT045",3397.25944040023
"FDZ16","OUT049",3211.20889662068
"NCS29","OUT010",2275.50836668444
"NCM18","OUT019",-909.328357491038
"FDP11","OUT049",3581.0731512444
"NCC42","OUT017",2371.21637044787
"DRM23","OUT046",2755.3280074265
"NCN55","OUT027",5243.15881610121
"FDK46","OUT013",4115.51439563255
"FDR01","OUT046",3160.40972279979
"NCA05","OUT045",2337.46160159032
"NCP43","OUT017",2942.02493297346
"FDR12","OUT010",807.927437816669
"FDQ01","OUT013",4088.11785030041
"FDM13","OUT046",2109.86751568564
"FDQ19","OUT017",3951.69795534358
"FDK56","OUT019",1052.44230514713
"NCX06","OUT010",999.65657239939
"FDO56","OUT027",3368.48881394361
"FDU45","OUT045",1752.03511637644
"FDI16","OUT019",-987.995002539368
"FDL32","OUT046",1826.5312799043
"FDA07","OUT046",1989.18640261688
"FDA14","OUT045",2289.26322631385
"FDV46","OUT027",3695.84687566192
"NCO07","OUT035",3523.95916931262
"NCP41","OUT046",1714.57361526971
"FDY60","OUT018",1999.1425754261
"FDN38","OUT017",4077.57952589843
"FDO15","OUT046",1232.87307114123
"FDT60","OUT013",2001.98125013895
"FDA55","OUT035",3703.73129751501
"FDE02","OUT010",-368.455881475711
"DRJ39","OUT049",3604.90624725184
"FDV34","OUT035",1372.62856351471
"FDS20","OUT027",4386.92574312452
"FDF02","OUT027",3119.79739727364
"FDW40","OUT017",2402.29774023454
"NCB43","OUT046",2975.47759548793
"FDR58","OUT017",1584.80511895551
"DRJ59","OUT035",834.417003807346
"NCD30","OUT017",1711.25933114856
"FDE14","OUT017",1694.10186728214
"FDC28","OUT018",1471.82365557588
"FDU16","OUT018",1102.49158421376
"NCD19","OUT035",1082.53577883912
"FDU21","OUT046",625.250498081293
"FDV59","OUT027",4900.23984030126
"FDU03","OUT045",2833.16696839228
"FDC33","OUT010",1246.75143928459
"NCR42","OUT035",754.645533859219
"DRH59","OUT035",1382.49729522529
"NCM31","OUT035",2429.39513626151
"FDS50","OUT035",3671.09383632018
"FDP39","OUT046",883.197546447031
"FDQ55","OUT013",1915.5341480498
"FDV36","OUT019",95.6359322779801
"FDI05","OUT027",2714.22395701537
"FDS45","OUT027",3187.69277759465
"FDA39","OUT045",601.000526123056
"FDC37","OUT010",-158.134566748245
"FDJ60","OUT027",4108.21732319105
"DRQ35","OUT046",1977.22939623655
"NCJ06","OUT046",1934.27193682277
"NCY42","OUT018",2041.68922670813
"DRM37","OUT049",3220.99671157803
"FDR14","OUT045",807.145291511009
"FDE51","OUT049",851.564334011836
"FDT33","OUT017",2763.84935455585
"FDR08","OUT013",1851.81531706829
"FDE36","OUT010",692.938507118971
"FDL22","OUT019",-438.931261351466
"FDR44","OUT013",2146.04419270679
"FDI56","OUT019",-450.356084470206
"FDE47","OUT010",125.242127409711
"FDV27","OUT010",-451.339534240166
"FDV10","OUT049",814.258598592508
"FDC40","OUT045",1219.02401415516
"NCX41","OUT013",3378.89806920144
"NCQ38","OUT027",3152.92658335345
"FDV12","OUT027",3083.06430349251
"FDE52","OUT017",1542.8715676883
"FDG20","OUT027",4271.36417078862
"FDV16","OUT027",2050.09036837654
"FDI32","OUT017",1951.06546587792
"FDJ32","OUT049",1126.1366629824
"FDN39","OUT018",2432.80657778455
"FDY34","OUT017",2774.25026952802
"FDC14","OUT035",853.541367213684
"FDA55","OUT017",3669.38562770881
"FDZ50","OUT010",988.191290904037
"DRG13","OUT049",2736.67570951821
"FDP01","OUT013",2481.71489472751
"NCG54","OUT017",2858.69001370064
"FDM13","OUT045",2054.08490743237
"NCO18","OUT027",4300.39772428214
"NCW41","OUT013",2532.94453606709
"FDM52","OUT027",3823.28453762493
"NCF55","OUT035",756.161166890771
"FDT09","OUT046",2112.44751524038
"NCM19","OUT035",1934.63276085291
"FDW12","OUT018",2077.43887071929
"FDP15","OUT019",2145.49070516669
"FDK36","OUT045",750.715192685345
"FDZ25","OUT035",2884.76350158104
"NCW06","OUT049",3174.92706934793
"FDW60","OUT046",2843.94430093863
"DRC49","OUT013",2357.92159884242
"NCT17","OUT035",3162.40755499132
"NCN06","OUT018",2355.08292412957
"FDC45","OUT013",2756.24676532146
"DRJ47","OUT019",823.98007678329
"NCF06","OUT045",4023.06338547316
"FDE21","OUT010",-20.3364481896774
"DRG27","OUT013",730.2655468168
"FDW40","OUT049",2369.88317933421
"NCO53","OUT046",2945.46059222444
"FDE23","OUT049",859.304332676044
"FDQ16","OUT046",1758.63589958328
"FDS26","OUT045",4042.71993214109
"FDZ13","OUT010",-1095.81657621106
"FDS14","OUT049",2597.81322443646
"FDC10","OUT045",1850.97140810752
"FDY16","OUT049",3044.37722456859
"FDJ20","OUT035",2168.33590507945
"FDV43","OUT035",874.754005289777
"FDZ32","OUT027",3167.99577255011
"FDR23","OUT046",2789.48110165289
"FDN24","OUT035",1033.27303703946
"FDE34","OUT027",4367.22873807998
"FDU31","OUT013",3492.90355012918
"FDW33","OUT018",1460.97147409535
"FDU26","OUT046",1893.8135602105
"FDE20","OUT027",4160.51133105382
"NCW05","OUT035",1861.08565653744
"FDB22","OUT018",2152.99333295129
"FDO56","OUT046",1875.18092168914
"FDA19","OUT027",3538.39221043542
"DRI39","OUT045",870.372397607535
"FDH52","OUT018",726.362505580768
"FDZ50","OUT035",3057.20643925097
"NCN42","OUT035",2506.05442339331
"FDB53","OUT013",2409.68342344359
"DRG11","OUT017",1869.77836289824
"DRK11","OUT027",3836.22499377522
"FDQ60","OUT017",2074.40749525464
"FDT36","OUT017",700.030217370271
"DRG25","OUT018",2676.21662021522
"DRJ23","OUT046",3031.45642780523
"FDG05","OUT035",2674.44218685357
"NCK06","OUT018",1676.45278793229
"FDU52","OUT017",2576.29676931264
"FDW07","OUT018",1161.00995770918
"NCM17","OUT045",696.332910152824
"FDA22","OUT045",2622.88611204143
"NCA41","OUT018",2813.03128900383
"FDF38","OUT035",859.27400796136
"FDH52","OUT046",1033.93612115589
"FDY58","OUT019",1679.22969999002
"FDZ16","OUT045",3041.97265008819
"NCM18","OUT017",1131.56548668235
"FDA22","OUT018",2385.09992739305
"NCJ43","OUT035",2955.73060634177
"FDI34","OUT027",5107.98115547399
"FDG56","OUT046",1017.35129892768
"FDS34","OUT046",1866.94919813996
"DRC01","OUT035",995.516035111764
"FDQ04","OUT035",824.507813720157
"FDK04","OUT035",1113.61714862579
"FDT51","OUT049",1877.74126185695
"FDV26","OUT017",3226.99817691619
"FDS04","OUT049",2363.69927207816
"FDW43","OUT018",3341.90630026221
"FDQ28","OUT010",554.116480413831
"NCK06","OUT017",2056.75830650324
"FDS23","OUT018",1815.31527301404
"FDZ36","OUT019",1079.42804234752
"FDE56","OUT018",759.040425152215
"FDW10","OUT027",4242.33061729509
"NCN14","OUT045",2888.121892563
"NCQ18","OUT045",1529.79725364526
"FDW08","OUT017",1828.82826140099
"FDU43","OUT035",3892.75905741316
"FDR33","OUT010",-158.70720838645
"FDM24","OUT010",502.314197436047
"NCZ05","OUT046",1668.5039730396
"NCV41","OUT035",1962.68286457647
"FDV11","OUT018",2496.97667527442
"NCY05","OUT035",787.282995054054
"FDV44","OUT018",2725.93062852325
"FDW32","OUT049",1478.35172885472
"NCU18","OUT027",3744.57743419999
"NCC43","OUT035",4125.39783511652
"FDW19","OUT013",1824.87003824452
"FDN31","OUT035",3194.02110803958
"FDI48","OUT045",785.932653434915
"FDS24","OUT017",1570.88121303525
"FDF46","OUT049",1957.55319018169
"DRG23","OUT017",2535.9193094536
"FDG14","OUT018",2139.02896865443
"NCY30","OUT049",2956.78483920303
"FDO28","OUT018",1690.98979386736
"DRD24","OUT035",2429.39513626151
"FDI33","OUT049",1564.3475644355
"FDN32","OUT046",2955.82104882
"FDR16","OUT045",3313.8840627508
"FDF26","OUT046",2457.45476571009
"NCN29","OUT018",551.831293241078
"FDE20","OUT045",2623.86956181138
"FDA46","OUT046",3062.98906410026
"FDU28","OUT045",2926.41107775229
"FDQ48","OUT045",1546.95471751167
"FDV36","OUT013",2091.66191017426
"FDR14","OUT018",611.37357488307
"FDP23","OUT017",3543.46359877735
"FDP56","OUT013",892.961127905994
"FDK48","OUT010",-658.548666151304
"FDR48","OUT046",2440.37821859689
"NCY29","OUT049",1056.72564962983
"FDM22","OUT018",619.686215185483
"DRJ01","OUT013",2630.40565314322
"FDZ43","OUT045",3801.39816438017
"FDV03","OUT035",2616.37507986652
"FDX11","OUT027",4346.99954977384
"NCA41","OUT027",4536.10822642521
"FDE38","OUT017",2771.13808671169
"FDI27","OUT018",496.916827446965
"FDN32","OUT013",2951.00716596728
"NCN43","OUT017",2059.83003094296
"FDB47","OUT027",4746.88080766105
"FDV03","OUT017",2589.80986710114
"NCN30","OUT045",1527.78989572872
"NCV54","OUT010",31.9980180496991
"FDV07","OUT013",1808.77694090129
"FDP07","OUT049",3249.53854018658
"FDK48","OUT018",932.015546083742
"FDM15","OUT019",511.650745885032
"FDY19","OUT027",3350.83962519222
"FDK46","OUT046",4107.87954721996
"FDY11","OUT045",1027.86752121064
"FDH09","OUT046",879.55318036911
"FDO08","OUT027",4096.30077518733
